Photography,Rating,Location,Reviews,Price Per Day,Usefull,per day,Email_id,Contact,Instagram Link,Facebook Link,Website Link
Suresh Kambidi Photography,Visakhapatnam,No Reviews,Photo + Video,"50,000",per day,None,,,https://www.instagram.com/suresh_kambidi/?hl=en,https://www.facebook.com/public/Suresh-Kambadi,
Ramkasish Photography,Akkayyapalem,No Reviews,Photo + Video,"50,000",per day,None,,,https://www.instagram.com/ramkasish_photography/?hl=en,https://www.facebook.com/pages/category/Photographer/Ramkasish-photography-1414863232101064/,
Smiling Frames,Dwaraka Nagar,No Reviews,Photo + Video,"43,000",per day,None,,,https://www.instagram.com/smiling_frames_sakshamgulati/?hl=en,https://www.facebook.com/SmilingFramesPhotography/,
Vizag Sai Shyam Images Studio,Kurmannapalem,No Reviews,Photo + Video,"30,000",per day,None,,,None,https://www.facebook.com/Vizag-Sai-shyam-images-complete-editing-studio-891765047666255/posts,
DZ Studios,Gajuwaka,No Reviews,Photo + Video,"80,000",per day,None,,,https://www.instagram.com/studio_de_dz/?hl=en,https://www.facebook.com/DZStudios/,
Smrithi Photography,Railway New Colony,No Reviews,Photo + Video,"36,000",per day,None,,,https://www.instagram.com/smriti_mandhana/?hl=en,https://www.facebook.com/pages/category/Photographer/Smrithi-Photography-629088027459335/,
Concept Photography,Railway New Colony,No Reviews,Photo + Video,"30,000",per day,None,,,None,None,
Vahana Clicktures,Ram Nagar,No Reviews,Photo + Video,"60,000",per day,None,,,None,https://www.facebook.com/vahanaclicktures/,
Dream Photography,Gajuwaka,No Reviews,Photo + Video,"35,000",per day,None,,,None,https://www.facebook.com/dreamphotography1205/,
Spectrum Photography,Visakhapatnam,No Reviews,Photo Package,"70,000",per day,None,,,https://www.instagram.com/spectrumlab/?hl=en,https://www.facebook.com/spectrumpixels/,
